,feature_name,marker_definition,parent_population,betas,p_1
7289,P1:22441,28-95+244-,DPT,-0.0,0.437097
7290,P3:7789,161+PD1-R4-R10+,CD8/Naive,-0.0,0.988171
7291,P2:12659,73-127+RO+,CD8,-0.0,0.0750075
7292,P7 Mono:4830,11c+16+32-274-DR+,Monocytes,-0.0,0.00240646
7293,P2:945,25+38-39+73+127+DR+PD1-RO+,CD4,0.0,0.544307
7294,P1:12855,27+28-31+127+RA+,CD8,0.0,0.190948
7295,P4:4608,158b-R7-,56+16-,0.0,0.884745
7296,P1:25823,27+31-95-244+RA+,DPT,0.0,0.437872
7297,P2:25128,38+39-127-RO+,DPT,0.0,0.503281
7298,P2:229,25-38+39-73-127-DR-PD1-RO-,CD4,-0.0,0.566001
7299,P4:524,CD2+314-334+337+158b-R7-,16+56-,0.0,0.410642
7300,P1:23667,27-31+95+127-244+,DPT,-0.0,0.899229
7301,P1:9992,27-28-127+244-,CD8,-0.0,0.630544
7302,P2:969,25+38+39+73-127+DR+PD1+RO-,CD4,-0.0,0.924876
7303,P2:22504,38-39+73-127-DR+PD1-,DPT,-0.0,0.396648
7304,P4:6486,314+337+158b+R7+,56+16-,-0.0,0.381578
7305,P2:370,25+38+39+73-127-DR-PD1+RO+,DPT,-0.0,0.489482
7306,P2:2135,127+RO-,CD4,-0.0,0.846559
7307,P7 Mono:3411,11c-16+,Monocytes,-0.0,0.60026
7308,P1:789,27-28-31+57-95-127-244-RA-,CD4,-0.0,0.142492
7309,P2:6637,25+38+39+127+DR+RO+,CD4,0.0,0.745427
7310,P4:4395,CD2+314-158b+R7+,16+56,-0.0,0.128709
7311,P1:92,27-28-31-57-95+127+244+RA-,DPT,-0.0,0.68638
7312,P5 gd:914,8+RA+R5-R7-,Vg9+/Vd2Hi,0.0,0.863268
7313,P2:24750,25-38-39+DR+PD1-RO+,DPT,-0.0,0.535657
7314,P1:21826,28-31+95-127+244+RA-,DPT,-0.0,0.705014
7315,P7 Mono:987,11c+16-64+123-141-DR-,Monocytes,-0.0,0.538712
7316,P1:7318,27+28-57+95+127+244+RA+,CD4,-0.0,0.50039
7317,P2:978,25+38+39+73+127-DR-PD1-RO-,CD4,-0.0,0.749461
7318,P2:859,25+38+39-73-127-DR+PD1-RO+,CD8,0.0,0.41804
7319,P3:944,R4-R6+R10+XR5-,CD4/Memory,0.0,0.938848
7320,P3:55,161+PD1-R4+R6-R10-XR3-XR5-,CD8/Memory,0.0,0.821605
7321,P1:22848,27-127-,DPT,0.0,0.560483
7322,P3:704,161+PD1+R4+R10+XR3-XR5-,CD4/Memory,0.0,0.335523
7323,P2:3128,25+38+127-DR-PD1-,CD4,-0.0,0.507994
7324,P2:25306,25+39+127+RO+,DPT,-0.0,0.23573
7325,P3:2097,PD1+R4+R10+XR3-XR5+,CD4/Memory,0.0,0.749724
7326,P1:5472,57+95+127-244-RA+,CD4,-0.0,0.900876
7327,P4:6169,314+334-337+158a-R7+,56+16-,0.0,0.122428
7328,P2:989,25+38-39-73+127-DR+PD1+RO-,CD8,0.0,0.0561817
7329,P2:468,25-38+39-73-127+DR+PD1-RO-,CD4,-0.0,0.39722
7330,P2:25738,38+73-127+DR-PD1+RO+,DPT,-0.0,0.782739
7331,P3:604,161+PD1+R4+R6-XR3-XR5-,CD4/Memory,0.0,0.345282
7332,P5 gd:773,27+28-RA+R7+,CD3 T/VD1,0.0,0.615416
7333,P1:12212,27+28+95+127+244-RA+,CD8,-0.0,0.00735793
7334,P2:21650,25-38+39+73-PD1+RO-,DPT,-0.0,0.38207
7335,P2:25643,25+39+73+127-DR-PD1+RO+,DPT,0.0,0.982452
7336,P1:24756,27-28+31+127+244-RA+,DPT,0.0,0.591757
7337,P5 gd:2076,27+28-R7+,Vg9+/Vd2Low,0.0,0.744364
7338,P5 gd:1927,28-R5+,Vg9+/Vd2Low,0.0,0.0897476
7339,P1:23270,27+28-31-57+95-127+,DPT,0.0,0.436656
7340,P7 Mono:566,11c+16+64-274-DR-,Monocytes,0.0,0.282259
7341,P2:20498,25-DR+PD1-RO-,DPT,-0.0,0.471168
7342,P1:22228,57+95+127-244-,DPT,-0.0,0.0221822
7343,P1:24365,27+95+127-244-RA+,DPT,-0.0,0.129902
7344,P7 Mono:3753,11c-16+32-64+123+141+,Monocytes,-0.0,0.226117
7345,P4:4392,CD2+314+334-158b+R7+,16+56,-0.0,0.317443
7346,P2:21036,25+38+39+73-127+RO-,DPT,0.0,0.64245
7347,P1:6100,27+28-31-57-95+127-RA+,CD4,-0.0,0.897276
7348,P5 gd:1867,27+28+,Vg9+/Vd2Low,-0.0,0.292409
7349,P2:20230,38+39+73+127-PD1-RO-,DPT,-0.0,0.789877
7350,P2:20190,25-127-PD1-RO-,DPT,0.0,0.196889
7351,P3:2461,161+PD1+R4-XR3+XR5+,CD4/Memory,0.0,0.0549551
7352,P2:12855,25+38-39+DR+RO+,CD8,0.0,0.593598
7353,P1:4747,28+95+127-244+,CD4,-0.0,0.99326
7354,P2:20429,38+127-DR+PD1-RO-,DPT,-0.0,0.110746
7355,P2:22043,25+38+127-DR-PD1-,DPT,-0.0,0.205705
7356,P7 Mono:882,11c-16+32-123+141+274-DR-,Monocytes,-0.0,0.153424
7357,P1:602,27-28+31-57-95+127-244-RA+,CD8,-0.0,0.807375
7358,P2:24144,25-127+DR+PD1+,DPT,-0.0,0.0288296
7359,P2:10224,38+39+73-DR-,CD8,-0.0,0.00774106
7360,P1:20635,27-31-95-127-RA-,DPT,-0.0,0.182584
7361,P1:679,27-28+31-57+95+127+244+RA+,CD8,0.0,0.262307
7362,P2:2478,25+38+73+127-DR-PD1+RO-,CD4,-0.0,0.0959653
7363,P7 Mono:620,11c+16+64+274-DR-,Monocytes,-0.0,0.701027
7364,P2:8863,25+38-39+73+DR-PD1+RO-,CD8,-0.0,0.785782
7365,P5 gd:2049,27+28-RA-R7+,Vg9+/Vd2Low,-0.0,0.673579
7366,P2:7279,38-39+73-127+DR+PD1+RO+,CD4,0.0,0.18203
7367,P2:8318,25+38+39+73+127-RO-,CD8,-0.0,0.81669
7368,P2:429,25-38-39+73+127-DR+PD1+RO-,DPT,-0.0,0.706389
7369,P4:3795,CD2+314-158a+158b+,16+56,-0.0,0.10467
7370,P1:227,27+28-31-57-95+127+244+RA+,CD8,-0.0,0.437142
7371,P1:392,27-28+31+57-95-127-244+RA+,DPT,0.0,0.320331
7372,P1:6468,28-31+95-127+RA+,CD4,0.0,0.596601
7373,P2:8714,25+38+73+127+DR+RO-,CD8,-0.0,0.641281
7374,P1:22064,27+28-57+95-127-244-,DPT,-0.0,0.14297
7375,P1:6709,28+31+95-127-244+RA+,CD4,-0.0,0.823743
7376,P4:90,2-314-334+337-158a-158b+R7-,16+56-,-0.0,0.152114
7377,P3:394,161+PD1-R4-R6+R10+XR3-XR5-,CD4/Naive,0.0,0.239441
7378,P3:3935,161+R4+R10+XR3+,CD4/Naive,0.0,0.31069
7379,P2:8530,39+127-DR+RO-,CD8,-0.0,0.0666466
7380,P2:20203,38+39+127-PD1-RO-,DPT,0.0,0.890745
7381,P1:9604,27+28+31+95+127-244-,CD8,-0.0,0.0273757
7382,P1:9345,27+28-31-95+127+244+RA-,CD8,-0.0,0.570269
7383,P2:259,25+38-39+73-127+DR-PD1+RO+,DPT,0.0,0.0783286
7384,P3:8562,161+R4-R10-XR3+XR5+,CD8/Naive,0.0,0.024542
7385,P3:5777,R4+R6+R10+,CD8/Memory,0.0,0.0757281
7386,P7 Mono:5647,11c+16-32+64+123+DR+,Monocytes,-0.0,0.50559
7387,P1:6394,27+28+31+95+RA+,CD4,-0.0,0.337745
7388,P3:7723,161+PD1+,CD8/Naive,-0.0,0.0845968
7389,P2:6663,38+39+73+127+DR+RO+,CD4,-0.0,0.491472
7390,P7 Mono:3441,11c-16-32+64+,Monocytes,-0.0,0.876377
7391,P1:23557,28-31+57-127-244+,DPT,-0.0,0.355356
7392,P1:461,27+28-31+57-95+127+244-RA-,DPT,0.0,0.851778
7393,P1:21522,27+31+95+127-244+RA-,DPT,0.0,0.574391
7394,P2:11766,38+39+127+DR-PD1-RO+,CD8,-0.0,0.397573
7395,P1:2506,31+57-127-244+RA-,CD4,-0.0,0.883613
7396,P2:12845,38-DR+RO+,CD8,0.0,0.335354
7397,P2:619,25+38+39-73+127-DR+PD1+RO-,DPT,0.0,
7398,P2:9174,25+39+73+127+PD1+RO-,CD8,-0.0,0.433979
7399,P1:22656,27-28-57-95+127+244-,DPT,-0.0,0.787159
7400,P1:8039,27+28+95-127-RA-,CD8,0.0,0.220288
7401,P1:614,27-28-31+57+95+127+244-RA+,CD4,0.0,0.261424
7402,P3:7702,161+R4+R6-,CD8/Naive,-0.0,0.456712
7403,P2:26000,25+38-39+127+PD1+RO+,DPT,0.0,0.149896
7404,P1:25327,27+28+57+95+RA+,DPT,-0.0,0.227886
7405,P6 earlyB:164,24-38+,IgA-IgG-,-0.0,0.527958
7406,P1:25867,31+57+95-244+RA+,DPT,-0.0,0.89931
7407,P2:7036,38+39+73+PD1+RO+,CD4,0.0,0.345584
7408,P2:12819,25+38-73-DR+RO+,CD8,0.0,0.946918
7409,P2:13114,38+39+73+DR-PD1+RO+,CD8,0.0,0.920121
7410,P1:24556,27-28+31+57+244-RA+,DPT,-0.0,0.781703
7411,P1:23939,27+31+57+95+244+,DPT,-0.0,0.795839
7412,P3:4517,161+R4-XR3+XR5+,CD4/Naive,0.0,0.436479
7413,P5 gd:2146,28-R5+R7+,Vg9+/Vd2Low,0.0,0.548982
7414,P4:3230,158b-,16+56,0.0,0.210618
7415,P1:591,27+28-31+57-95+127-244-RA+,CD8,-0.0,0.0951426
7416,P1:13601,27-95+127+244+RA+,CD8,0.0,0.603904
7417,P4:3407,314-334-337+158a-,16+56,-0.0,0.0419415
7418,P3:8047,161+PD1+R10+XR3+,CD8/Naive,0.0,0.510982
7419,P1:724,27+28+31-57+95+127-244+RA+,CD8,-0.0,0.729222
7420,P5 CD8:18,27+28+RA+R5+R7-,CD8,0.0,0.968737
7421,P1:871,27+28+31-57+95+127+244+RA+,CD4,-0.0,0.90152
7422,P3:7746,R6+,CD8/Naive,-0.0,0.998016
7423,P7 Mono:1423,11c-16+64-123-141+DR-,Monocytes,-0.0,0.412019
7424,P3:1892,161-R6+R10+XR3+,CD4/Memory,0.0,0.310535
7425,P2:5806,38+73-DR+PD1-RO+,CD4,-0.0,0.196903
7426,P2:23130,25-38+39+73+,DPT,0.0,0.256381
7427,P2:12858,25+39+DR+RO+,CD8,-0.0,0.557351
7428,P1:6921,27-28-31+95-244+RA+,CD4,0.0,0.549242
7429,P2:9886,25+38-73-127-DR+PD1-,CD8,-0.0,0.752094
7430,P1:13221,95-244+RA+,CD8,-0.0,0.413344
7431,P1:22306,28-57+95-244-,DPT,-0.0,0.547753
7432,P1:26212,95+127+244+RA+,DPT,0.0,0.223956
7433,P1:8526,27-28-31+95-127+RA-,CD8,-0.0,0.347969
7434,P2:21315,25+38+39-73+127+DR+RO-,DPT,0.0,0.0427856
7435,P1:13142,28+31-95+127-244+RA+,CD8,0.0,0.289249
7436,P1:24361,28-95+127-244-RA+,DPT,0.0,0.828464
7437,P1:2222,28-31+95-127+RA-,CD4,0.0,0.498517
7438,P7 Mono:597,11c-32+274-DR-,Monocytes,-0.0,0.432673
7439,P1:25669,27-28+31+57-127-244+RA+,DPT,-0.0,0.418165
7440,P2:231,25+38+39-73+127+DR+PD1-RO-,DPT,0.0,0.363156
7441,P2:506,25-38+39-73-127-DR+PD1-RO-,CD4,0.0,0.726464
7442,P2:21967,25+127+DR+PD1+RO-,DPT,0.0,0.827116
7443,P6 earlyB:229,27+5-38+D+,IgA-IgG-,-0.0,0.263495
7444,P1:856,27+28+31-57+95-127+244+RA-,DPT,-0.0,0.779263
7445,P1:21333,27+28+31+57+95+127+RA-,DPT,-0.0,0.0326385
7446,P3:446,161+PD1-R4+R6+R10+XR3-XR5-,CD8/Naive,0.0,0.42565
7447,P1:24786,28-31-57-95+127+244-RA+,DPT,-0.0,0.424043
7448,P6:40,20-24+27+38-,B cells/CD10-/CD95+/IgA,0.0,0.226446
7449,P2:25949,25+39+73+PD1+RO+,DPT,-0.0,0.28052
7450,P1:25982,27+28-31-95+244+RA+,DPT,-0.0,0.703596
7451,P6:216,20+24-27-,B cells/CD10-/CD95+/IgA,0.0,0.259057
7452,P1:149,27-28+31+57-95+127+244+RA+,CD8,-0.0,0.617223
7453,P1:641,27-28-31+57+95+127-244-RA-,CD4,0.0,0.563875
7454,P1:11546,27-28+31+95+127+244+,CD8,0.0,0.829705
7455,P6:80,20-27+38-,CD10-/CD95+/IgA-IgG-/IgAGDM-,-0.0,0.614734
7456,P1:12520,27-28-95-RA+,CD8,-0.0,0.113055
7457,P3:1825,161+PD1+R4+R6+XR3+,CD4/Memory,0.0,0.333979
7458,P2:10749,38-73+DR+,CD8,-0.0,0.621256
7459,P3:3025,161+PD1+R4+R6+R10+XR5-,CD4/Naive,0.0,0.637989
7460,P3:7503,R6+XR3-,CD8/Naive,0.0,0.844048
7461,P2:23923,38+39-73+127+PD1+,DPT,0.0,0.126155
7462,P2:53,25-38-39-73-127+DR-PD1+RO+,CD8,0.0,0.479808
7463,P7:8,32-64+274+,14-/mDC/1c+,-0.0,0.336293
7464,P2:20972,38+RO-,DPT,-0.0,0.974119
7465,P2:13115,25+38+39+73+DR-PD1+RO+,CD8,0.0,0.355776
7466,P5 gd:997,8+27-28+RA+R7-,Vg9+/Vd2Hi,-0.0,0.78321
7467,P7:210,32-274+,mDC/1c-/16+,-0.0,0.513843
7468,P1:4026,27-28+31+95+127-,CD4,-0.0,0.261256
7469,P2:950,25+38+39-73-127+DR+PD1-RO-,CD4,-0.0,0.30481
7470,MFI:666,CD3 H7 APC,Lymphs/T cells/DPT/95,0.0,0.324657
7471,P1:9226,31-57+95-127+244+RA-,CD8,-0.0,0.457325
7472,P5 NKT:51,27-28-RA-R7+,4-8-,-0.0,0.760081
7473,P2:23331,25-38-DR+,DPT,0.0,0.940052
7474,P4:3505,CD2-314-334+337+,16+56,-0.0,0.601191
7475,P6:254,20+24+38+,B cells/CD10-/CD95+/IgA,0.0,0.120967
7476,P2:2833,25+127+PD1+RO-,CD4,-0.0,0.182064
7477,P1:2244,27+57+95-127+RA-,CD4,-0.0,0.996968
7478,P4:4677,CD2-314-158a+158b-R7-,56+16-,0.0,0.390342
7479,P2:20657,38+39+127-DR-RO-,DPT,0.0,0.450666
7480,P3:3397,PD1+R4+R6+XR3-,CD4/Naive,-0.0,0.272801
7481,P4:4356,314+334+337+158a-158b+R7+,16+56,-0.0,0.17015
7482,P5 gd:27,8+27-28-RA+R5+R7-,Vg9+/Vd2Hi,-0.0,0.619589
7483,P2:273,25+38-39-73-127-DR-PD1+RO+,DPT,0.0,0.355746
7484,P3:5772,161+PD1+R6+R10+,CD8/Memory,0.0,0.381213
7485,P5 gd:467,8-27-RA+R5-,CD3 T/VD1,-0.0,0.113701
7486,P7 Mono:4605,16-141-274-DR+,Monocytes,-0.0,0.138807
7487,P1:24371,27+28-31+95+127-244-RA+,DPT,0.0,0.129737
7488,P6:161,20-,CD10-/CD95+/IgA-IgG-/IgM+,-0.0,0.677293
7489,P6:305,20+24+27+,B cells/CD10-/CD95+/IgG+,-0.0,0.718476
7490,P1:24772,57+127+244-RA+,DPT,-0.0,0.263177
7491,P5 gd:1987,8+RA-R5-R7+,Vg9+/Vd2Low,-0.0,0.373773
7492,P4:5526,314+334-,56+16-,0.0,0.934395
7493,P2:25038,38+39+73-127+DR-RO+,DPT,-0.0,0.247804
7494,P5 gd:35,8-27+28+RA+R5-R7+,Vg9+/Vd2Low,0.0,0.970356
7495,P1:8680,28-95+127+RA-,CD8,-0.0,0.943094
7496,P1:2673,28+95-244+RA-,CD4,-0.0,0.768095
7497,P1:23923,28+31-57+95+244+,DPT,0.0,0.607545
7498,P1:20189,27+28-95-244-RA-,DPT,-0.0,0.779061
7499,P5 gd:1864,28+,Vg9+/Vd2Low,-0.0,0.342531
7500,P1:20434,27-31+95-127+244-RA-,DPT,0.0,0.101532
7501,P5 gd:366,8+27+28-R5+R7-,CD3 T/VD1,0.0,0.870307
7502,P3:6896,PD1-R4+R6+R10+XR3-XR5-,CD8/Naive,0.0,0.602115
7503,P1:20383,28+57+95+244-RA-,DPT,-0.0,0.00677311
7504,P7 Mono:672,11c-16+123+274-DR-,Monocytes,-0.0,0.177403
7505,P7 Mono:6473,11c-32-64+141+274+DR+,Monocytes,0.0,0.19978
7506,P4:4502,314+334+337+158a+158b+R7+,16+56,-0.0,0.687567
7507,P5 gd:2164,28+R5+R7+,Vg9+/Vd2Low,-0.0,0.364231
7508,P1:7778,27-31+57+95+244-RA-,CD8,-0.0,0.427813
7509,P1:6845,27-28+95+127-244+RA+,CD4,-0.0,0.874212
7510,P2:26030,25+39+73+127+PD1+RO+,DPT,-0.0,0.681434
7511,P2:316,25+38+39-73-127+DR+PD1+RO+,DPT,-0.0,0.292974
7512,P4:946,CD2-314+158b+R7-,16+56-,-0.0,0.919073
7513,P1:5787,31+57+95-127+244-RA+,CD4,-0.0,0.607546
7514,P5 gd:6,8-27-28+RA+R5+R7-,Vg9+/Vd2Low,-0.0,0.405246
7515,P2:680,25-38+39+73+127+DR-PD1+RO-,CD8,-0.0,0.150021
7516,P2:24751,38-39+DR+PD1-RO+,DPT,-0.0,0.169495
7517,P2:11053,25+38+127+DR-PD1+,CD8,-0.0,0.839089
7518,P1:24263,27-57-127-244-RA+,DPT,0.0,0.604108
7519,P5 gd:553,8+RA+,CD3 T/VD1,-0.0,0.176002
7520,P2:24634,25-39+73+127+PD1-RO+,DPT,-0.0,0.991522
7521,P2:6231,38+39+127-RO+,CD4,0.0,0.737235
7522,P5 gd:1794,8-27+28-RA+R5-,Vg9+/Vd2Low,0.0,0.211644
7523,P7 Mono:572,11c+32+64-274-DR-,Monocytes,0.0,0.606048
7524,P1:11284,27+31-95+244+,CD8,-0.0,0.736651
7525,P7:92,32-64+,11c+ (nodim)/1c-/16-,-0.0,0.109226
7526,P2:25921,39+PD1+RO+,DPT,-0.0,0.262774
7527,P2:6373,25+39-127+RO+,CD4,0.0,0.489516
7528,MFI:72,*CD64 TRPE,Lin-DR+/14-/11c+123+/CD64,-0.0,0.935564
7529,P3:4307,R4+XR5+,CD4/Naive,0.0,0.3824
7530,P4:4177,CD2+314-334+R7+,16+56,-0.0,0.164338
7531,P2:26157,39-73+DR+PD1+RO+,DPT,0.0,0.347093
7532,P2:22285,38+127-PD1-,DPT,-0.0,0.0561788
7533,P2:7675,25+38+39+PD1-RO-,CD8,-0.0,0.725234
7534,P1:23146,57-95+,DPT,-0.0,0.0239629
7535,P2:266,25+38+39-73+127-DR-PD1-RO+,DPT,0.0,0.288026
7536,P1:391,27-28+31+57+95-127-244+RA+,DPT,0.0,0.905028
7537,P1:7836,28-57+95-127+244-RA-,CD8,-0.0,0.764998
7538,P2:26094,38-39+73+127-DR+PD1+RO+,DPT,-0.0,0.228601
7539,P3:8434,R4-R6+XR5+,CD8/Naive,-0.0,0.51045
7540,P2:13605,38+127+DR+PD1+RO+,CD8,-0.0,0.219089
7541,P7 Mono:6333,11c-16-64+123+274+DR+,Monocytes,0.0,0.431076
7542,P2:22360,38-PD1-,DPT,-0.0,0.686595
7543,P1:24216,27+28-95-127-244-RA+,DPT,-0.0,0.617945
7544,P2:24948,38+73-DR-RO+,DPT,-0.0,0.258731
7545,P3:74,161-PD1-R4-R6-R10-XR3+XR5+,CD8/Memory,0.0,0.425519
7546,P1:3133,31+95-127-244-,CD4,-0.0,0.362157
7547,P1:11328,31+57+95+244+,CD8,-0.0,0.767675
7548,P7 Mono:2799,11c-16+32+64+123+274-,Monocytes,-0.0,0.480831
7549,P2:25607,25+38+39-127-DR-PD1+RO+,DPT,-0.0,0.295914
7550,P1:26161,27+28+31-57+127+244+RA+,DPT,0.0,0.829739
7551,P2:23170,38-127+,DPT,-0.0,0.923871
7552,P1:12612,27+28-31+RA+,CD8,-0.0,0.511793
7553,P4:89,2+314+334+337-158a+158b-R7-,56+16-,0.0,0.143282
7554,P7 Mono:4383,11c-16+141+274+,Monocytes,0.0,0.37332
7555,P3:6389,161-PD1-R4+R6+XR5+,CD8/Memory,-0.0,0.789821
7556,P1:24785,27+28+31+57+127+244-RA+,DPT,-0.0,0.514318
7557,P4:6170,CD2+314+334-337+158a-R7+,56+16-,0.0,0.143509
7558,P1:5836,28-31+127+244-RA+,CD4,0.0,0.956577
7559,P2:9388,38+39+73+127+DR+PD1+RO-,CD8,-0.0,0.173457
7560,P2:24343,25-38+73-127+DR-PD1-RO+,DPT,-0.0,0.314373
7561,P4:5292,314+158b-,56+16-,-0.0,0.73374
7562,P2:8707,38-73+127+DR+RO-,CD8,-0.0,0.324437
7563,P1:9599,27-31+95+127-244-,CD8,-0.0,0.144899
7564,P2:13533,25+38+DR+PD1+RO+,CD8,-0.0,0.143595
7565,P3:7120,161-R4-R6+R10+XR5-,CD8/Naive,-0.0,0.685412
7566,P1:7114,31+57+95+244+RA+,CD4,0.0,0.436922
7567,P5 gd:2083,8+R7+,Vg9+/Vd2Low,0.0,0.819799
7568,P2:22154,25+38-39+73+DR-PD1-,DPT,-0.0,0.0475605
7569,P2:21023,73-127+RO-,DPT,-0.0,0.621667
7570,P1:20798,31-95+127-RA-,DPT,-0.0,0.286441
7571,P7 Mono:2285,11c-16+123+141+274+DR-,Monocytes,0.0,0.962718
7572,P2:824,25+38-39+73+127-DR+PD1-RO+,CD8,0.0,0.524952
7573,P4:3495,CD2+314+334-337+,16+56,-0.0,0.337105
7574,P7 Mono:3624,11c-64-141+,Monocytes,-0.0,0.177468
7575,P4:3234,CD2+314+158b-,16+56,0.0,0.0247411
7576,P4:3334,CD2-314-337+158a+158b-,16+56,-0.0,0.492839
7577,P2:24373,39+127+DR-PD1-RO+,DPT,-0.0,0.421078
7578,P3:5987,PD1+R10+XR3+,CD8/Memory,0.0,0.0212874
7579,P2:24927,39+73+127-DR-RO+,DPT,0.0,0.863671
7580,P1:20797,27-31-95+127-RA-,DPT,-0.0,0.824068
7581,P2:24744,25-DR+PD1-RO+,DPT,-0.0,0.161879
7582,P3:310,161-PD1+R4+R6+R10-XR3-XR5+,CD8/Memory,0.0,0.334493
7583,P1:23636,27+28+57-95+127-244+,DPT,-0.0,0.550314
7584,P7:63,32+64-274-,14-/PDC,-0.0,0.25618
7585,P1:386,27+28-31-57-95+127+244-RA+,CD8,-0.0,0.0654198
7586,P1:5556,27+28-31+57+95-244-RA+,CD4,-0.0,0.191122
7587,P7:165,32-,14-/11c+123+,0.0,0.508149
7588,P2:3029,25+73-127+DR+PD1+RO-,CD4,0.0,0.979174
7589,P1:23708,27+28+31-57-95-244+,DPT,0.0,0.705096
7590,P3:3848,161+PD1+XR3+,CD4/Naive,-0.0,0.870037
7591,P1:25221,28-31+RA+,DPT,-0.0,0.639497
7592,P2:24092,25+73+DR+PD1+,DPT,-0.0,0.641696
7593,P2:25161,73+127-RO+,DPT,-0.0,0.601212
7594,P2:3772,127+DR+PD1-,CD4,-0.0,0.537131
7595,P7 Mono:4464,11c-16+123+141+274+,Monocytes,0.0,0.628745
7596,P1:25464,28-31+127+RA+,DPT,0.0,0.851581
7597,P1:530,27+28+31-57-95+127-244-RA+,CD8,-0.0,0.106029
7598,P3:5912,R4+XR3+,CD8/Memory,0.0,0.0394446
7599,P4:4472,CD2-314+158a+158b+R7+,16+56,0.0,0.439273
7600,P1:24139,28+31-95+127+244+,DPT,0.0,0.493153
7601,P4:5536,CD2+314+,56+16-,-0.0,0.945824
7602,P1:4545,27-31-57-95-127-244+,CD4,0.0,0.901703
7603,P3:8573,PD1+R10-XR3+XR5+,CD8/Naive,-0.0,0.340757
7604,P1:11989,95+244-RA+,CD8,-0.0,0.00345165
7605,P3:3960,161-R4+R6+R10+XR3+,CD4/Naive,0.0,0.0553106
7606,P5 CD8:92,27+28+R5+R7-,CD8,-0.0,0.685918
7607,P2:29,25-38-39-73-127+DR-PD1+RO+,DPT,0.0,0.225462
7608,P1:9469,27+28+31+57+95-127-244-,CD8,-0.0,0.444902
7609,P2:460,25+38-39+73+127+DR-PD1-RO+,CD8,0.0,0.435162
7610,P1:12453,27+31+95+127-RA+,CD8,-0.0,0.0263467
7611,P3:8719,PD1+R10+XR3+XR5+,CD8/Naive,0.0,0.236703
7612,P7 Mono:5783,11c-32+141+DR+,Monocytes,-0.0,0.145616
7613,P1:20170,28-31+57-95-244-RA-,DPT,0.0,0.71903
7614,P3:1857,R4-R10+XR3+,CD4/Memory,0.0,0.108934
7615,P3:8226,161+R4+R6+XR3-XR5+,CD8/Naive,-0.0,0.881362
7616,P1:23921,27+31-57+95+244+,DPT,0.0,0.569152
7617,P1:12512,28-31-95-RA+,CD8,0.0,0.249678
7618,P1:9418,27+28-31-95-127-244-,CD8,-0.0,0.862147
7619,P1:348,27+28-31-57-95-127+244+RA+,CD8,-0.0,0.935098
7620,P1:23621,27+28-31-57-95+127-244+,DPT,0.0,0.0534119
7621,P2:23411,25+38+39-127+DR+,DPT,-0.0,0.0412307
7622,P2:23154,25-39+73-127+,DPT,-0.0,0.0941311
7623,P2:25452,38+39-DR+RO+,DPT,-0.0,0.0738332
7624,P2:23173,127+,DPT,-0.0,0.874606
7625,P2:21910,25-39-73+DR+PD1+RO-,DPT,0.0,0.793703
7626,P2:24926,25-39+73+127-DR-RO+,DPT,0.0,0.688558
7627,P2:84,25-38-39-73+127-DR-PD1-RO+,DPT,-0.0,0.63303
7628,P1:9146,31+95+244+RA-,CD8,-0.0,0.632204
7629,P1:23837,27+28-31-57+244+,DPT,0.0,0.60546
7630,P7 Mono:719,11c-64-123-141+274-DR-,Monocytes,-0.0,0.00274021
7631,P7 Mono:654,11c-16+32+64-123+274-DR-,Monocytes,-0.0,0.637199
7632,P4:77,2-314+334-337-158a+158b+R7-,16+56,-0.0,0.0440102
7633,P2:339,25-38+39-73-127+DR-PD1+RO+,CD8,-0.0,0.066476
7634,P1:9920,27-28-31+95-127+244-,CD8,-0.0,0.753728
7635,P2:491,25-38+39+73+127-DR-PD1+RO+,CD8,-0.0,0.534877
7636,P5 gd:2063,8-28+RA-R7+,Vg9+/Vd2Low,-0.0,0.21443
7637,P1:8013,27-28-31+57-95-127-RA-,CD8,-0.0,0.230247
7638,P2:12060,25+38-127-DR+PD1-RO+,CD8,0.0,0.33054
7639,P2:24126,25-39+73-127+DR+PD1+,DPT,-0.0,0.471343
7640,P3:8481,161-PD1+R4+R6-R10+XR5+,CD8/Naive,0.0,0.932162
7641,P1:21174,27+28-31-57-127+RA-,DPT,-0.0,0.431906
7642,P4:561,CD2+314-158a+158b-R7-,16+56-,-0.0,0.108461
7643,P2:10849,25+38-39-73-127-DR-PD1+,CD8,-0.0,0.154938
7644,P7 Mono:5617,11c+16+123+DR+,Monocytes,-0.0,0.00585194
7645,P3:4615,161+R4-R6+R10+XR3+XR5+,CD4/Naive,-0.0,0.367963
7646,P1:2402,28-57+95+127+RA-,CD4,0.0,0.22436
7647,P2:23734,38+39-127-PD1+,DPT,0.0,0.382262
7648,P1:23891,27+28-31-95+244+,DPT,0.0,0.258561
7649,P5 gd:707,27-28+RA+R5-R7+,CD3 T/VD1,-0.0,0.51611
7650,P2:13530,25+DR+PD1+RO+,CD8,-0.0,0.331794
7651,P7 Mono:871,16-32+64-123+141+274-DR-,Monocytes,-0.0,0.0906086
7652,P7 Mono:5134,11c-123+141+274-DR+,Monocytes,-0.0,0.0176278
7653,P1:9208,27+28-95-127+244+RA-,CD8,-0.0,0.137433
7654,P2:22709,25+38+39-73+127+DR+PD1-,DPT,0.0,0.0678522
