,feature_name,marker_definition,parent_population,en_betas,p_1
46088,P1:11140,27+31+95-244+,CD8,-0.0,0.641112
46089,P4:4018,CD2-314+158a+158b-R7+,16+56,-0.0,0.898474
46090,P2:5938,25+38-39-73-127-DR-RO+,CD4,0.0,0.450874
46091,MFI:181,CD24 Cy7 PE,Lymphs/B cells/CD10-/CD95+/IgA/20+,0.0,0.80659
46092,P1:8966,31-95-244+RA-,CD8,-0.0,0.834654
46093,P1:12801,27+28-31+57+95-127+RA+,CD8,-0.0,0.439489
46094,P2:7612,25+38+73+127-PD1-RO-,CD8,-0.0,0.246847
46095,P3:6538,161+PD1+R6+R10-XR3+XR5+,CD8/Memory,0.0,0.218622
46096,P1:11312,27-28+31-57+95+244+,CD8,0.0,0.315631
46097,P5 gd:2085,27+R7+,Vg9+/Vd2Low,-0.0,0.573158
46098,P2:21625,25+38+39+73+127-PD1+RO-,DPT,0.0,0.950719
46099,P7 Mono:5024,11c+16-32-64-141+274-DR+,Monocytes,-0.0,0.0328163
46100,P1:8650,28+31-57-95+127+RA-,CD8,-0.0,0.387194
46101,P2:22843,38+39-DR-,DPT,0.0,0.68632
46102,P1:7787,27+31-57-95-127+244-RA-,CD8,0.0,0.221887
46103,P1:10986,31-57+127-244+,CD8,0.0,0.361973
46104,P2:5530,25-39+127-PD1-RO+,CD4,0.0,0.63055
46105,P2:2973,25+38+39-DR+PD1+RO-,CD4,-0.0,0.592593
46106,P3:3680,161+PD1-R10+,CD4/Naive,0.0,0.371989
46107,P3:3368,161+R4+XR3-,CD4/Naive,0.0,0.970505
46108,P2:11848,38+39-73+127-PD1-RO+,CD8,-0.0,0.4336
46109,P1:6221,27-28+95-RA+,CD4,0.0,0.130299
46110,P1:2159,28-57+95+RA-,CD4,0.0,0.237987
46111,P3:1863,PD1-R10+XR3+,CD4/Memory,0.0,0.0724871
46112,P2:24935,25-39-73-DR-RO+,DPT,0.0,0.524363
46113,P2:168,25-38-39-73-127+DR+PD1-RO-,DPT,-0.0,0.92627
46114,P2:22905,25-38+73-127+DR-,DPT,-0.0,0.507032
46115,P1:11630,27-57+95-127-244-RA+,CD8,-0.0,0.414264
46116,P2:25008,39+73+DR-RO+,DPT,0.0,0.974264
46117,P2:22603,38-DR+PD1-,DPT,-0.0,0.518874
46118,P2:8671,38-39-127+DR+RO-,CD8,0.0,0.289334
46119,P1:2879,28-57-95-127+244+RA-,CD4,0.0,0.146966
46120,P1:4083,27-28-31-95-,CD4,0.0,0.277844
46121,P2:13297,25+38+39-PD1+RO+,CD8,0.0,0.995371
46122,P3:8636,161-PD1+R4-XR3+XR5+,CD8/Naive,0.0,0.928696
46123,P1:5191,28-31-57-95+127+244+,CD4,0.0,0.911716
46124,P1:10298,27-28-31+57-95+127-,CD8,-0.0,0.249649
46125,P2:10468,25+38+39+73-,CD8,-0.0,0.206669
46126,P1:12052,27-31-95-127+244-RA+,CD8,0.0,0.264541
46127,P2:20854,25-38+39-73-127-RO-,DPT,-0.0,0.498251
46128,P2:10904,25-39-73+127-DR-PD1+,CD8,0.0,0.487165
46129,P3:8733,161+R4-R6+R10+XR3+XR5+,CD8/Naive,0.0,0.83477
46130,P1:22933,28+95+127-,DPT,-0.0,0.00308442
46131,P2:20703,25+38+73-DR-RO-,DPT,-0.0,0.303742
46132,P7 Mono:5346,16+64-123+141-DR+,Monocytes,-0.0,0.734496
46133,P2:4242,25-38+39+73-127+,CD4,-0.0,0.209691
46134,P2:7993,25+39+73+127+DR+PD1-RO-,CD8,-0.0,0.314167
46135,P1:24682,27+31+95-127+244-RA+,DPT,0.0,0.283045
46136,P5 gd:292,27+28-R7-,CD3 T/VD1,0.0,0.248632
46137,P1:5282,27-28+57-95-127-244-RA+,CD4,0.0,0.868498
46138,P3:6569,PD1+R4+R6-XR3+XR5+,CD8/Memory,0.0,0.576227
46139,P3:8735,161-PD1-R6+R10+XR3+XR5+,CD8/Naive,-0.0,0.203897
46140,P1:23874,27-57-95+244+,DPT,0.0,0.571137
46141,P1:6671,28-57-95-127-244+RA+,CD4,0.0,0.627499
46142,P1:5267,27+31+57+95+127+244+,CD4,-0.0,0.273109
46143,P2:12455,38+39+127+DR-RO+,CD8,-0.0,0.604049
46144,P2:21182,38-73-DR+RO-,DPT,0.0,0.244898
46145,P5 gd:803,8+RA-R5+R7+,CD3 T/VD1,-0.0,0.690984
46146,P2:1728,25+38-127-DR-RO-,CD4,-0.0,0.357997
46147,P2:10982,25-38-39-73+DR-PD1+,CD8,0.0,0.608914
46148,P7 Mono:1552,11c-16-64+141+DR-,Monocytes,-0.0,0.188619
46149,P1:11073,28-57+95+127-244+,CD8,0.0,0.712596
46150,P7 Mono:1785,11c-16+64+141-274+DR-,Monocytes,-0.0,0.415316
46151,P3:7298,161-R6-R10+XR3+XR5-,CD8/Naive,-0.0,0.606866
46152,P5 gd:849,8+RA+R5+R7+,CD3 T/VD1,-0.0,0.392312
46153,P2:26211,25-127+DR+PD1+RO+,DPT,-0.0,0.0391619
46154,P7 Mono:4170,11c-16-32+64+274+,Monocytes,-0.0,0.298564
46155,P2:6931,38-39-73+127-PD1+RO+,CD4,0.0,0.297333
46156,P2:7138,25-38-39-127-DR+PD1+RO+,CD4,0.0,0.533704
46157,P1:8458,31-57+95+RA-,CD8,0.0,0.583756
46158,P2:13318,25+38-39-73+PD1+RO+,CD8,0.0,0.626821
46159,P2:6773,38+DR-PD1+RO+,CD4,-0.0,0.70281
46160,P3:5125,161-R4+R10-XR3+XR5-,CD8/Memory,0.0,0.119084
46161,P1:6726,27-31+57+95-127-244+RA+,CD4,0.0,0.99502
46162,P3:4860,161-PD1-R4+R6-R10-XR5-,CD8/Memory,-0.0,0.496695
46163,P2:7409,25+73-DR-PD1-RO-,CD8,-0.0,0.0181756
46164,MFI:24,CD123 PE,Lin-DR+/14-/11c+ (nodim)/1c-/16+/CD64,-0.0,0.733008
46165,P7 Mono:204,11c-16-32+64+123+141-274-DR-,Monocytes,-0.0,0.417787
46166,P1:629,27+28-31+57+95-127-244-RA+,DPT,0.0,
46167,P1:22012,57-95-127-244-,DPT,-0.0,0.772864
46168,P1:1691,28-31-57-95-127-RA-,CD4,-0.0,0.516866
46169,P1:8082,27-28+31-57-127-RA-,CD8,-0.0,0.835832
46170,P1:7111,28-31+57+95+244+RA+,CD4,0.0,0.300159
46171,P1:21877,27-28+31+57-127+244+RA-,DPT,0.0,0.266198
46172,P2:21088,25-38+39+73+127+RO-,DPT,0.0,0.098509
46173,P4:4415,334-337+158b+R7+,16+56,0.0,0.304076
46174,P2:303,25+38+39-73-127+DR-PD1+RO-,DPT,0.0,0.888287
46175,P1:24708,27-31-57-127+244-RA+,DPT,0.0,0.375763
46176,P1:3630,27-28+31-57+95-127+244-,CD4,0.0,0.232889
46177,P1:11429,27-28+57-127+244+,CD8,-0.0,0.797607
46178,P2:21405,25-38+39-73-DR-PD1+RO-,DPT,-0.0,0.613126
46179,P3:4601,PD1+R10+XR3+XR5+,CD4/Naive,0.0,0.543267
46180,P3:3052,PD1+R4-R10-XR3+XR5-,CD4/Naive,-0.0,0.978427
46181,P2:5081,25+38+39+127-DR+PD1+,CD4,0.0,0.14607
46182,P5 gd:916,27+RA+R5-R7-,Vg9+/Vd2Hi,0.0,0.82277
46183,P1:24514,27-28-244-RA+,DPT,0.0,0.570612
46184,P2:4524,25-38-73+127+DR+,CD4,-0.0,0.969805
46185,P7 Mono:2754,11c-16+32-123+274-,Monocytes,-0.0,0.105369
46186,P3:3676,PD1+R4-R10+,CD4/Naive,-0.0,0.272809
46187,P2:5012,25+38-73+127+PD1+,CD4,0.0,0.647808
46188,P2:11589,25+38+73-127-DR-PD1-RO+,CD8,-0.0,0.0518619
46189,P1:10450,27+28+31-57-,CD8,-0.0,0.70954
46190,P7 Mono:3291,11c-32-64-123-,Monocytes,-0.0,0.437789
46191,P1:3035,31+57-95+127+244+RA-,CD4,-0.0,0.776082
46192,P7 Mono:4191,11c-64-123+274+,Monocytes,0.0,0.91675
46193,P2:3099,25-38+73-127-DR-PD1-,CD4,-0.0,0.481496
46194,P5 gd:698,8-27-RA+R5-R7+,CD3 T/VD1,-0.0,0.344315
46195,P2:10538,25-38+73-127+,CD8,-0.0,0.0349223
46196,P7 Mono:3663,11c-16+32+141+,Monocytes,-0.0,0.429796
46197,P2:3980,25+39-73-127+DR-,CD4,-0.0,0.901398
46198,P2:7868,38-39+73-DR+PD1-RO-,CD8,0.0,0.437635
46199,P7 Mono:6284,11c+64-123+274+DR+,Monocytes,0.0,0.704103
46200,P3:5897,PD1+R4-XR3+,CD8/Memory,0.0,0.0370495
46201,P1:10560,28-95+,CD8,-0.0,0.853281
46202,P2:6178,25+38+39+73+127+DR-RO+,CD4,-0.0,0.972348
46203,P2:20000,38-39+73+127-DR-PD1-RO-,DPT,0.0,0.133003
46204,P2:7803,25-38-39-127-DR+PD1-RO-,CD8,0.0,0.0390867
46205,P1:26204,27+31-95+127+244+RA+,DPT,-0.0,0.282908
46206,P1:10394,27-28+31-95-,CD8,0.0,0.146347
46207,P7 Mono:5443,11c+32-123-DR+,Monocytes,-0.0,0.0248566
46208,P7 Mono:5388,32-64+123+141-DR+,Monocytes,-0.0,0.000716671
46209,P2:13343,25-38-39-73-127+PD1+RO+,CD8,0.0,0.565375
46210,P2:6571,25+73+DR+RO+,CD4,0.0,0.180437
46211,P3:6387,PD1+R6+XR5+,CD8/Memory,0.0,0.625807
46212,P3:6474,R4+R6+R10+XR5+,CD8/Memory,-0.0,0.893907
46213,P1:2087,28-31+57+RA-,CD4,0.0,0.702905
46214,P4:6166,334-337+158a-R7+,56+16-,0.0,0.111684
46215,P2:8957,39+73-127-PD1+RO-,CD8,-0.0,0.00796808
46216,P2:3556,73+127+PD1-,CD4,0.0,0.290692
46217,P2:156,25-38-39-73-127-DR+PD1-RO+,CD8,0.0,0.873791
46218,P1:11706,27+28-57+127-244-RA+,CD8,-0.0,0.161448
46219,P6:133,20+27-38-,CD10-/CD95+/IgA-IgG-/IgM+,0.0,0.698405
46220,P1:11711,28+57+127-244-RA+,CD8,-0.0,0.215183
46221,P2:11543,25-39+127+DR+PD1+,CD8,-0.0,0.457332
46222,P3:6401,161-R4-R6-R10+XR5+,CD8/Memory,-0.0,0.321323
46223,P1:4033,31-57+95+127-,CD4,0.0,0.105509
46224,P7 Mono:2299,32-64+123+141+274+DR-,Monocytes,-0.0,0.200403
46225,P1:5204,27+57-95+127+244+,CD4,0.0,0.881587
46226,P7 Mono:3597,11c-64+123-141+,Monocytes,-0.0,0.640527
46227,P1:21567,31+57-95-244+RA-,DPT,0.0,0.425676
46228,P2:13520,39-DR+PD1+RO+,CD8,0.0,0.948419
46229,P2:23891,25+38-39-127+PD1+,DPT,0.0,0.85696
46230,P1:5385,31+127-244-RA+,CD4,-0.0,0.183517
46231,P2:12041,25-38+73-127-DR+PD1-RO+,CD8,-0.0,0.158483
46232,P3:1148,PD1+R10+XR3+XR5-,CD4/Memory,0.0,0.367169
46233,P1:1793,31+57-127-RA-,CD4,-0.0,0.627885
46234,P2:2887,38-39+73-127-DR+PD1+RO-,CD4,-0.0,0.839538
46235,P7 Mono:2308,11c-16+64+123+141+274+DR-,Monocytes,-0.0,0.327845
46236,P4:2703,CD2-334+158a-R7-,16+56,-0.0,0.364198
46237,P1:23979,27-28-95-127+244+,DPT,0.0,0.680512
46238,P4:5673,314-334+337-158a-158b+,56+16-,-0.0,0.888128
46239,P1:26186,28-57-95+127+244+RA+,DPT,0.0,0.73025
46240,P3:4088,161-R4-R6+XR3-XR5+,CD4/Naive,0.0,0.458039
46241,P4:4685,CD2+314+158a+158b-R7-,56+16-,0.0,0.0149915
46242,P1:11456,27-28+127+244+,CD8,-0.0,0.811631
46243,P1:2816,27-28+31+57-95+244+RA-,CD4,-0.0,0.510673
46244,P3:4192,161-PD1+R6-R10-XR5+,CD4/Naive,0.0,0.899505
46245,P2:22465,38+39-73+127+PD1-,DPT,0.0,0.281997
46246,P3:2738,PD1-R4-R10+XR3-XR5-,CD4/Naive,0.0,0.482928
46247,P2:23676,25-39-73+127+DR-PD1+,DPT,0.0,0.45299
46248,P1:20102,31+57-95+127-244-RA-,DPT,-0.0,0.00387446
46249,P3:4875,161-PD1+R4-R10-XR5-,CD8/Memory,-0.0,0.378515
46250,P2:5839,39+DR+PD1-RO+,CD4,0.0,0.230103
46251,P2:13468,38+39+127-DR+PD1+RO+,CD8,-0.0,0.755642
46252,P4:3209,314-334+337-158b-,16+56,-0.0,0.142838
46253,P5 gd:301,27+R7-,CD3 T/VD1,0.0,0.0362978
46254,P2:2824,25+39-127+PD1+RO-,CD4,-0.0,0.462017
46255,P1:6257,27-28+31+57+95-RA+,CD4,0.0,0.954572
46256,P1:22291,31+95-244-,DPT,0.0,0.269089
46257,P1:12660,27+57-95+RA+,CD8,-0.0,0.00078107
46258,P2:22876,73+DR-,DPT,0.0,0.367237
46259,P1:415,27+28-31-57+95+127-244-RA+,DPT,-0.0,0.679763
46260,P1:24245,27+28+57+95-127-244-RA+,DPT,-0.0,0.542263
46261,P1:5110,28-31-57-127+244+,CD4,0.0,0.732977
46262,P1:742,27+28-31+57+95+127-244-RA-,CD8,-0.0,0.0863784
46263,P1:26195,27-31+57-95+127+244+RA+,DPT,0.0,0.819602
46264,P1:646,27+28+31-57+95+127-244-RA-,CD4,0.0,0.700165
46265,P4:4637,CD2-314+337+158b-R7-,56+16-,-0.0,0.440299
46266,P1:10446,31-57-,CD8,-0.0,0.814297
46267,P1:1577,27-28+31-127+244-RA-,CD4,-0.0,0.684659
46268,P1:1705,27-28+57-95-127-RA-,CD4,0.0,0.32961
46269,P3:5886,161+R4+R6-XR3+,CD8/Memory,0.0,0.220226
46270,P3:6395,161-PD1+R4+R6+XR5+,CD8/Memory,0.0,0.689684
46271,P1:5421,28+31-57-95+127-244-RA+,CD4,-0.0,0.060252
46272,P1:24016,28-31+57+95-127+244+,DPT,-0.0,0.987743
46273,P7 Mono:6120,11c-64-123-274+DR+,Monocytes,-0.0,0.127504
46274,P2:7945,25-39+73-127+DR+PD1-RO-,CD8,-0.0,0.97859
46275,P2:21779,25-38-39+73+127+PD1+RO-,DPT,0.0,0.74012
46276,P5 gd:1814,8+27+28+RA+R5-,Vg9+/Vd2Low,-0.0,0.0846731
46277,P1:4429,31+127+,CD4,0.0,0.26926
46278,P1:13475,27-28-57+95-127+244+RA+,CD8,0.0,0.784811
46279,P2:23215,38-39-73-127-DR+,DPT,0.0,0.0909839
46280,P1:25848,27-31-57+95-244+RA+,DPT,0.0,0.0743772
46281,P7 Mono:5925,11c-16-123-141-274+DR+,Monocytes,0.0,0.433355
46282,P1:20513,27-28-31-57+127+244-RA-,DPT,0.0,0.459818
46283,P1:22467,27-28-57+95+244-,DPT,0.0,0.519845
46284,P1:7088,27+31+95+244+RA+,CD4,-0.0,0.381269
46285,P2:24364,127+DR-PD1-RO+,DPT,-0.0,0.203434
46286,P4:5500,CD2+314+334-337-,56+16-,0.0,0.160001
46287,P2:20971,25-38+RO-,DPT,0.0,0.695284
46288,P4:5684,CD2-334-158a-158b+,56+16-,-0.0,0.194235
46289,P1:11008,27+28+31+57+127-244+,CD8,-0.0,0.24617
46290,P3:2170,PD1+R4+R10-XR5+,CD4/Memory,0.0,0.310169
46291,P5 gd:1838,8+28+RA-,Vg9+/Vd2Low,0.0,0.908135
46292,P1:12437,28+31-95+127-RA+,CD8,0.0,0.782012
46293,P2:2726,25-38+73-PD1+RO-,CD4,-0.0,0.860913
46294,P2:9523,25+38+39+DR-PD1-,CD8,-0.0,0.951688
46295,P1:26185,27-28-57-95+127+244+RA+,DPT,0.0,0.605951
46296,P1:11285,27-28+31-95+244+,CD8,0.0,0.669051
46297,P3:769,161-PD1-R4+R10-XR5-,CD4/Memory,0.0,0.268162
46298,P7 Mono:5527,11c+16+32-DR+,Monocytes,-0.0,0.00626551
46299,P1:23902,95+244+,DPT,0.0,0.0759323
46300,P1:24341,57-95+127-244-RA+,DPT,-0.0,0.184298
46301,P2:5884,25+38+73-127+DR+PD1-RO+,CD4,0.0,0.77101
46302,P7 Mono:6335,11c+16-64+123+274+DR+,Monocytes,-0.0,0.0337056
46303,P2:2473,25-73+127-DR-PD1+RO-,CD4,-0.0,0.321676
46304,P2:5740,25-39+73-127-DR+PD1-RO+,CD4,0.0,0.124349
46305,P2:1357,PD1-RO-,CD4,-0.0,0.869291
46306,P1:1584,127+244-RA-,CD4,0.0,0.71709
46307,P1:11913,27-28-31+244-RA+,CD8,-0.0,0.238519
46308,P1:6076,27+31-57+127-RA+,CD4,-0.0,0.879477
46309,P3:145,161+PD1+R4+R6-R10-XR3-XR5+,CD4/Memory,0.0,0.738576
46310,P1:3239,27+28-31+57+127-244-,CD4,-0.0,0.0384931
46311,P7 Mono:4766,16+32+123-274-DR+,Monocytes,-0.0,0.544907
46312,P7 Mono:508,123-274-DR-,Monocytes,0.0,0.74689
46313,P2:24668,25-38-127-DR+PD1-RO+,DPT,0.0,0.703225
46314,P2:21245,38-39+73+DR+RO-,DPT,-0.0,0.568483
46315,P4:5577,334-337-158a+,56+16-,0.0,0.401119
46316,P2:22547,25+38+39-73+127-DR+PD1-,DPT,0.0,
46317,P3:4762,161-R6+XR3-XR5-,CD8/Memory,-0.0,0.954105
46318,P3:8525,161+R6+R10+XR5+,CD8/Naive,-0.0,0.816807
46319,MFI:626,CD8 QD585 2,Lymphs/T cells/DPT/127,0.0,0.857862
46320,P2:21589,25+38+127-PD1+RO-,DPT,0.0,0.912605
46321,P3:4526,161+XR3+XR5+,CD4/Naive,0.0,0.688608
46322,P1:20451,27-28+57+95-127+244-RA-,DPT,-0.0,0.30843
46323,P4:4967,CD2+337-158a-158b+R7-,56+16-,-0.0,0.201386
46324,P2:24771,25-73+DR+PD1-RO+,DPT,-0.0,0.0767015
46325,P7 Mono:2287,11c+16+123+141+274+DR-,Monocytes,-0.0,0.174178
46326,P3:6554,PD1-R6-XR3+XR5+,CD8/Memory,0.0,0.559141
46327,P2:6390,39+127+RO+,CD4,-0.0,0.601446
46328,P7 Mono:5754,16-32+64-141+DR+,Monocytes,-0.0,0.0215251
46329,P7 Mono:2421,11c-16+32+64-141-274-,Monocytes,-0.0,0.345948
46330,P3:4262,R4-R6-XR5+,CD4/Naive,0.0,0.339519
46331,P1:25245,28+57+RA+,DPT,-0.0,0.367131
46332,P1:3634,28-57+95-127+244-,CD4,0.0,0.351944
46333,P7 Mono:2503,16+32+64-123+141-274-,Monocytes,0.0,0.603216
46334,P3:391,161+PD1+R4-R6-R10+XR3+XR5-,CD4/Memory,0.0,0.211955
46335,P7 Mono:4362,11c-32+64-141+274+,Monocytes,-0.0,0.726446
46336,P5 gd:332,8+27-28+RA+R7-,CD3 T/VD1,-0.0,0.192023
46337,P1:25278,31+57-95+RA+,DPT,-0.0,0.13156
46338,P1:1802,31-127-RA-,CD4,-0.0,0.563756
46339,P1:21848,28-31+57+95-127+244+RA-,DPT,-0.0,0.802136
46340,P2:2148,25+38+39+127+RO-,CD4,-0.0,0.150125
46341,P7 Mono:5154,11c-16-64+123+141+274-DR+,Monocytes,-0.0,0.00318984
46342,P2:7158,25+38-39+127-DR+PD1+RO+,CD4,0.0,0.0706466
46343,P1:22364,27+244-,DPT,-0.0,0.102161
46344,P2:12223,25-39-73+127+DR+PD1-RO+,CD8,-0.0,0.478136
46345,P1:9513,28+127-244-,CD8,-0.0,0.139519
46346,P1:22927,28-95+127-,DPT,0.0,0.101931
46347,P1:5959,27+31+57-95-127-RA+,CD4,-0.0,0.273098
46348,P2:9623,25-38-39+73+127+DR-PD1-,CD8,0.0,0.610264
46349,P2:9430,25+127-DR-PD1-,CD8,-0.0,0.0863374
46350,P2:23175,25-38+127+,DPT,0.0,0.747897
46351,MFI:419,CD27 QD655,Lymphs/CD3 T/Vg9+/Vd2Low/27,-0.0,0.972636
46352,P2:983,25+38-39-73-127+DR+PD1+RO-,CD4,0.0,0.620002
46353,P3:6144,161-PD1-R4-R6+XR3-XR5+,CD8/Memory,0.0,0.811188
46354,P1:22186,28+31+57-95+127-244-,DPT,-0.0,0.00268593
46355,P2:2181,25+39-73-127-DR+RO-,CD4,-0.0,0.24663
46356,P4:3710,314+334-158b+,16+56,-0.0,0.764402
46357,P1:2965,27-28-31-127+244+RA-,CD4,0.0,0.440085
46358,P3:605,161-PD1-R4-XR3-XR5-,CD4/Memory,-0.0,0.15675
46359,P3:8445,161-PD1+R6+XR5+,CD8/Naive,-0.0,0.464725
46360,P4:60,2-314+334-337-158a+158b-R7-,16+56,-0.0,0.2296
46361,P3:7753,161+PD1-R4+R6+,CD8/Naive,-0.0,0.109638
46362,P3:5765,PD1-R6+R10+,CD8/Memory,0.0,0.597424
46363,P1:20167,28+57-95-244-RA-,DPT,-0.0,0.717285
46364,P2:13497,25+38+39-73-DR+PD1+RO+,CD8,0.0,0.418781
46365,P3:6333,PD1+R6-XR5+,CD8/Memory,0.0,0.642911
46366,P2:7479,25+39-73-127+DR-PD1-RO-,CD8,-0.0,0.0313069
46367,P5 gd:94,8-27-28-RA-R5+R7+,Vg9+/Vd2Low,-0.0,0.850875
46368,P1:25939,57+244+RA+,DPT,0.0,0.0336826
46369,P2:5699,38-39-73+127+PD1-RO+,CD4,0.0,0.676542
46370,P1:10629,28+31+57-95-127+,CD8,0.0,0.0947929
46371,P4:4651,334-337-158a+158b-R7-,56+16-,0.0,0.0619336
46372,P1:6721,27+57+95-127-244+RA+,CD4,0.0,0.710052
46373,P1:4068,27-57-95-,CD4,0.0,0.1608
46374,P3:1081,R4+XR3+XR5-,CD4/Memory,0.0,0.125169
46375,P3:2574,R4-R6-R10-XR3-XR5-,CD4/Naive,-0.0,0.140912
46376,P1:8035,95-127-RA-,CD8,0.0,0.675783
46377,P2:21458,25+39-73+DR-PD1+RO-,DPT,-0.0,0.477873
46378,P5 gd:833,8-28+R5+R7+,CD3 T/VD1,-0.0,0.713606
46379,P4:3082,314-334+158a+158b+R7-,16+56,-0.0,0.171
46380,P1:9539,27-28+57+127-244-,CD8,-0.0,0.0281598
46381,P2:11867,25+38+39+73+127-PD1-RO+,CD8,0.0,0.66486
46382,P2:9923,25-39+127-DR+PD1-,CD8,-0.0,0.41732
46383,P1:6171,28-31+57+95+127-RA+,CD4,0.0,0.564797
46384,P2:24864,73-127-DR-RO+,DPT,0.0,0.990008
46385,P2:2678,25-39+127-PD1+RO-,CD4,-0.0,0.764798
46386,P1:8769,27+28+31+95-127-244+RA-,CD8,-0.0,0.745513
46387,P1:9316,28-31+57+127+244+RA-,CD8,0.0,0.82613
46388,P7 Mono:5782,11c+16-32+141+DR+,Monocytes,-0.0,0.398107
46389,P1:22132,28+31+127-244-,DPT,-0.0,0.0140188
46390,P4:373,2-314+334-337+158a+158b-R7+,56+16-,0.0,
46391,P5 gd:965,8-27+R7-,Vg9+/Vd2Hi,-0.0,0.629328
46392,P1:7291,28+31-95+127+244+RA+,CD4,0.0,0.523017
46393,P2:9437,25-39+127-DR-PD1-,CD8,-0.0,0.127811
46394,P7 Mono:581,11c+32-274-DR-,Monocytes,-0.0,0.739732
46395,P2:6053,25-38-DR-RO+,CD4,0.0,0.798252
46396,P1:9037,27-31+57-244+RA-,CD8,-0.0,0.650982
46397,P3:224,161+PD1-R4-R6-R10+XR3+XR5-,CD4/Memory,0.0,0.075726
46398,P3:7437,PD1-R4-R6-XR3-,CD8/Naive,-0.0,0.143961
46399,P4:4804,CD2-314-337-R7-,56+16-,-0.0,0.648306
46400,P2:6687,25-39-127-DR-PD1+RO+,CD4,0.0,0.863395
46401,P1:2828,27-28-95+244+RA-,CD4,-0.0,0.973002
46402,P3:8515,R4-R6+R10+XR5+,CD8/Naive,-0.0,0.153754
46403,P1:22150,28+57+127-244-,DPT,-0.0,0.00575761
46404,P2:1538,25+38+73+127-DR+PD1-RO-,CD4,-0.0,0.194529
46405,P4:5308,CD2+334-337+158b-,56+16-,-0.0,0.141247
46406,P7 Mono:5918,11c+16-32-123-141-274+DR+,Monocytes,-0.0,0.12345
46407,P2:5301,25+38-127-DR-PD1-RO+,CD4,-0.0,0.766557
46408,P5 gd:39,8-27-28+RA-R5+R7+,Vg9+/Vd2Low,-0.0,0.643903
46409,P4:4468,CD2+314-158a+158b+R7+,16+56,-0.0,0.0355505
46410,P1:2798,27-28+31-57-95+244+RA-,CD4,-0.0,0.891021
46411,P2:25895,25+39+73-PD1+RO+,DPT,0.0,0.224818
46412,P7 Mono:6058,11c-32+64-123+141-274+DR+,Monocytes,-0.0,0.315759
46413,P2:12178,39-73-127+DR+PD1-RO+,CD8,-0.0,0.276267
46414,P1:2390,28+31+95+127+RA-,CD4,0.0,0.471701
46415,P2:5451,25-38+127+DR-PD1-RO+,CD4,0.0,0.905623
46416,P2:12987,25+39+73-127-DR-PD1+RO+,CD8,-0.0,0.566975
46417,P1:21071,28+31-57+95+RA-,DPT,-0.0,0.577731
46418,P1:1568,27-28+31+57-127+244-RA-,CD4,-0.0,0.863388
46419,P5 gd:778,8-RA+R7+,CD3 T/VD1,0.0,0.177908
46420,P2:8588,25+38+39+73-DR+RO-,CD8,-0.0,0.703182
46421,P6:99,20-24+,CD10-/CD95+/IgA-IgG-/IgAGDM-,0.0,0.287295
46422,P3:7608,PD1-R6-R10-,CD8/Naive,0.0,0.128788
46423,P3:6348,R4-XR5+,CD8/Memory,0.0,0.617656
46424,P2:12435,25+39-127+DR-RO+,CD8,-0.0,0.232407
46425,P2:12447,25+38+127+DR-RO+,CD8,-0.0,0.292967
46426,P2:2451,127-DR-PD1+RO-,CD4,-0.0,0.521166
46427,P1:2540,27+28-31-57+127-244+RA-,CD4,0.0,0.731212
46428,P2:6121,25+39+73-127+DR-RO+,CD4,-0.0,0.465418
46429,P1:10911,28-57+95-127-244+,CD8,-0.0,0.242751
46430,P1:5918,27-31-57+95+127+244-RA+,CD4,0.0,0.157971
46431,P7 Mono:3270,11c-16-64+123+141-,Monocytes,-0.0,0.143697
46432,P2:21203,39-DR+RO-,DPT,-0.0,0.846461
46433,P3:627,R4+XR3-XR5-,CD4/Memory,0.0,0.386349
46434,P7 Mono:5930,11c+123-141-274+DR+,Monocytes,-0.0,0.109999
46435,P7 Mono:2232,11c+16+32-64+141+274+DR-,Monocytes,-0.0,0.357762
46436,P3:5468,PD1-R6-R10+XR3-,CD8/Memory,-0.0,0.120806
46437,P2:24727,39+73-DR+PD1-RO+,DPT,-0.0,0.427252
46438,P3:7013,R4-XR5-,CD8/Naive,-0.0,0.445173
46439,P2:5967,39-127-DR-RO+,CD4,0.0,0.836846
46440,P5 gd:1596,8+27+28-RA-R7-,Vg9+/Vd2Low,0.0,0.749675
46441,P1:12951,27+28+31-57+95+127+RA+,CD8,-0.0,0.968143
46442,P7 Mono:1421,64-123-141+DR-,Monocytes,-0.0,0.103992
46443,P1:24764,27+31-57+127+244-RA+,DPT,-0.0,0.0817085
46444,P1:8039,27+28+95-127-RA-,CD8,0.0,0.161842
46445,P2:21175,25-39-73-DR+RO-,DPT,-0.0,0.922914
46446,P2:10042,25+39-73-127+DR+PD1-,CD8,-0.0,0.0230259
46447,P2:967,25+38-39+73+127+DR+PD1+RO-,CD8,-0.0,0.667942
46448,P2:13203,39+73-127-PD1+RO+,CD8,-0.0,0.323487
46449,P4:3937,314+334-158b-R7+,16+56,-0.0,0.208272
46450,P1:10097,27-28+31-57+95+127+244-,CD8,0.0,0.162323
46451,P7 Mono:293,11c+16+123-141-274-DR-,Monocytes,0.0,0.150013
46452,P5 gd:1346,8-27+R5-R7+,Vg9+/Vd2Hi,-0.0,0.555596
46453,P2:22416,25-73-127+PD1-,DPT,0.0,0.923423
46454,P1:11448,28+31-127+244+,CD8,-0.0,0.663289
